student_id,age,gender,year_of_study,course,attendance_percentage,cgpa,study_hours_per_day,assignment_workload,exam_frequency,academic_pressure,sleep_hours,sleep_quality,screen_time_hours,physical_activity_hours,social_interaction_hours,breaks_per_day,hobbies_hours_per_week,days_off_per_week,academic_pressure_score,lifestyle_balance_score,burnout_score,burnout_risk
STU2325,22,Female,1,Arts,84.6,6.84,3.7,5,3,5,6.2,5,6.2,6.1,7.7,3,7.2,1,44.36,48.03,58.13,Moderate
STU2326,24,Male,4,Engineering,79.2,7.74,9.0,8,2,8,4.5,6,11.3,3.6,7.2,5,4.7,1,63.51,35.78,54.55,Moderate
STU2327,22,Female,1,Medicine,74.7,7.58,7.4,7,5,5,7.0,6,7.3,4.0,8.9,4,4.2,2,59.42,49.08,44.8,Moderate
STU2328,18,Female,4,Computer Science,83.7,8.32,5.3,6,5,3,8.1,9,10.0,4.2,16.0,5,8.6,2,45.49,62.14,30.1,Moderate
STU2329,21,Female,4,Business,88.4,8.6,6.2,7,2,6,6.3,6,7.2,4.6,9.6,3,5.1,1,48.77,46.12,43.65,Moderate
STU2330,18,Male,2,Computer Science,79.4,6.92,6.8,4,2,6,7.5,8,6.5,7.0,9.9,4,7.3,2,45.23,61.83,53.36,Moderate
STU2331,19,Female,3,Business,72.5,6.11,5.0,6,4,3,8.2,8,6.1,5.7,9.9,4,7.5,1,47.79,60.81,35.99,Moderate
STU2332,18,Female,3,Computer Science,54.2,8.03,8.9,10,5,7,5.2,3,9.4,2.2,6.3,3,3.4,1,78.33,29.06,75.59,High
STU2333,21,Female,4,Business,69.2,7.2,5.6,6,4,5,6.2,8,5.4,4.0,8.6,4,6.7,2,53.69,53.83,62.44,High
STU2334,21,Female,2,Design,91.5,5.51,4.4,4,0,4,9.6,9,4.5,4.5,12.0,4,8.6,2,30.9,69.97,32.47,Moderate
STU2335,19,Other,4,Computer Science,84.7,8.27,6.5,4,0,5,6.9,8,8.3,8.0,10.4,5,9.4,2,32.52,62.44,32.04,Moderate
STU2336,20,Male,2,Commerce,83.4,6.55,4.7,7,1,6,5.6,5,8.0,4.3,10.4,4,6.7,1,48.77,43.8,33.1,Moderate
STU2337,20,Female,4,Engineering,80.5,6.96,5.1,6,1,2,7.8,9,5.7,6.6,14.3,4,6.7,2,32.79,66.47,31.31,Moderate
STU2338,20,Male,2,Computer Science,77.8,7.69,7.1,8,5,9,5.2,4,10.4,3.8,3.9,1,3.3,1,74.58,28.21,76.28,High
STU2339,19,Male,2,Business,81.7,7.29,5.6,6,0,7,6.0,7,8.1,6.9,10.7,5,3.0,1,46.12,51.0,46.02,Moderate
STU2340,20,Female,4,Engineering,84.4,8.89,8.8,9,1,7,6.3,4,8.4,3.4,6.3,4,4.0,0,57.01,36.81,58.66,Moderate
STU2341,21,Male,4,Engineering,65.8,6.98,7.6,7,2,6,6.9,5,8.9,5.1,9.6,4,2.1,2,56.4,45.88,46.02,Moderate
STU2342,18,Male,3,Computer Science,78.6,7.64,4.9,6,2,3,7.9,9,7.9,6.5,17.1,6,8.2,3,38.14,70.64,47.72,Moderate
STU2343,19,Female,1,Engineering,67.9,7.17,8.2,6,4,9,6.9,5,10.2,3.3,4.1,1,4.4,1,69.46,35.04,64.16,High
STU2344,20,Female,2,Business,87.1,7.05,3.6,4,0,3,7.5,10,6.1,7.7,18.3,8,10.8,3,25.07,79.87,28.14,Low
STU2345,24,Other,4,Engineering,82.4,8.27,8.5,7,2,4,6.8,6,8.7,4.7,9.4,3,3.9,2,45.57,46.74,49.18,Moderate
STU2346,21,Male,3,Arts,86.3,6.68,3.8,5,1,5,7.1,8,4.6,3.9,8.1,3,6.2,1,38.43,53.68,39.42,Moderate
STU2347,21,Female,4,Arts,93.7,7.59,5.0,4,1,4,8.0,8,4.5,3.0,8.7,5,5.1,1,30.57,57.08,34.23,Moderate
STU2348,20,Female,1,Computer Science,84.9,7.04,4.3,3,3,3,6.9,10,7.3,6.4,13.3,5,10.0,2,32.26,66.37,41.25,Moderate
STU2349,21,Female,2,Computer Science,78.5,7.38,4.7,4,0,4,5.9,7,7.4,4.9,12.8,6,7.7,2,30.2,55.62,33.03,Moderate
STU2350,18,Male,3,Business,71.4,6.85,5.2,4,1,6,5.8,4,6.1,3.2,10.0,4,4.7,2,42.35,43.38,52.44,Moderate
STU2351,21,Male,4,Engineering,73.3,7.73,5.1,2,0,4,8.5,10,8.1,5.2,10.4,6,12.0,3,25.26,71.02,29.29,Low
STU2352,23,Other,1,Computer Science,88.6,8.43,6.5,4,5,5,7.1,6,6.3,4.8,13.3,5,4.7,2,46.6,55.5,39.53,Moderate
STU2353,21,Female,4,Engineering,67.5,8.19,8.5,7,3,5,7.5,6,7.3,5.0,9.7,6,8.2,2,54.52,57.57,41.6,Moderate
STU2354,22,Male,3,Commerce,81.2,7.28,2.9,2,2,1,8.6,10,4.4,7.9,16.0,7,11.4,3,18.86,83.28,20.94,Low
STU2355,21,Male,1,Design,83.9,6.9,3.1,3,0,1,7.4,8,7.2,7.7,15.4,5,8.7,3,15.99,68.38,37.33,Moderate
STU2356,19,Female,2,Computer Science,91.5,8.67,4.0,3,1,4,6.6,9,7.9,6.0,12.7,4,7.8,2,25.52,59.54,22.52,Low
STU2357,23,Female,2,Computer Science,75.4,7.31,5.1,6,1,4,7.6,7,6.2,3.9,7.8,4,3.7,2,39.72,52.69,39.44,Moderate
STU2358,18,Other,3,Arts,71.6,8.01,4.9,6,1,5,6.2,5,7.6,3.8,9.5,4,9.9,2,42.36,48.58,46.98,Moderate
STU2359,20,Male,1,Design,79.1,7.83,5.2,5,3,7,6.4,6,11.1,4.0,3.7,2,6.8,1,51.54,37.94,57.56,Moderate
STU2360,19,Male,1,Commerce,79.9,7.43,3.9,5,1,4,5.4,7,8.2,5.2,8.6,3,4.7,1,34.99,44.2,44.29,Moderate
STU2361,18,Male,4,Design,79.6,8.74,6.5,7,0,6,5.9,6,8.1,4.0,6.3,4,3.9,1,44.25,41.84,69.48,High
STU2362,20,Female,1,Engineering,78.5,7.12,5.9,3,4,5,7.2,7,5.4,5.3,12.3,5,10.5,1,44.19,60.94,38.86,Moderate
STU2363,19,Male,1,Design,83.9,7.99,5.6,5,2,6,5.9,7,4.8,5.2,7.7,4,2.6,1,44.48,48.95,36.24,Moderate
STU2364,20,Male,2,Engineering,90.0,7.91,8.8,7,1,7,6.8,6,7.6,2.4,5.4,4,5.4,1,52.15,43.14,65.31,High
STU2365,21,Male,2,Engineering,72.6,6.48,7.9,6,1,5,6.6,5,9.8,2.3,12.6,4,5.4,1,47.24,41.82,44.23,Moderate
STU2366,18,Other,3,Design,91.7,7.52,3.4,3,0,1,7.5,10,6.8,7.6,13.1,6,9.3,3,13.91,72.81,19.81,Low
STU2367,19,Male,2,Engineering,75.6,7.68,6.8,5,2,5,7.4,10,7.0,3.8,7.4,4,8.0,1,44.04,57.05,37.82,Moderate
STU2368,21,Female,4,Arts,70.4,6.44,7.1,7,1,6,5.6,4,7.4,4.2,8.6,2,3.9,1,53.12,37.41,51.83,Moderate
STU2369,20,Male,3,Engineering,76.1,7.11,5.2,5,2,3,6.6,8,6.4,7.5,14.4,5,10.6,2,36.91,65.82,25.7,Low
STU2370,21,Female,1,Arts,90.0,7.45,2.9,4,4,4,7.3,8,5.4,7.0,8.5,5,6.9,1,38.67,61.14,43.8,Moderate
STU2371,21,Female,1,Arts,94.3,6.62,1.4,2,0,2,7.6,10,5.2,5.1,12.0,6,6.0,3,13.86,68.45,30.05,Moderate
STU2372,22,Female,2,Engineering,74.9,8.24,7.9,8,2,7,5.7,4,10.9,3.6,7.1,3,7.1,1,59.14,35.39,65.82,High
STU2373,21,Female,2,Design,83.2,6.94,4.2,4,0,2,7.4,7,6.8,6.0,8.7,6,10.9,2,23.07,62.33,41.51,Moderate
STU2374,20,Male,3,Engineering,74.3,6.45,3.2,5,0,2,8.2,7,5.2,4.4,9.7,5,8.9,2,27.31,61.98,26.78,Low
STU2375,21,Female,3,Business,81.6,8.45,4.7,4,0,5,7.9,8,6.2,7.7,14.6,4,7.4,2,31.23,66.78,29.93,Low
STU2376,19,Male,2,Medicine,72.8,7.52,4.9,3,2,3,8.8,10,4.2,5.8,14.6,5,10.8,2,30.97,75.66,22.38,Low
STU2377,20,Male,1,Design,82.3,7.31,5.5,4,1,7,5.3,7,6.1,3.6,9.6,3,3.0,1,43.35,43.3,53.53,Moderate
STU2378,22,Female,1,Medicine,84.4,6.89,6.1,7,3,6,7.5,6,8.1,6.4,9.2,4,6.9,2,55.2,55.13,51.52,Moderate
STU2379,20,Male,3,Computer Science,78.0,9.44,9.1,10,5,9,4.4,4,12.0,4.1,6.3,1,3.9,0,78.85,24.46,65.59,High
STU2380,22,Female,2,Computer Science,85.1,7.67,5.9,4,1,5,6.6,9,7.5,5.5,15.6,6,6.7,1,35.95,60.8,47.42,Moderate
STU2381,22,Female,2,Engineering,81.0,7.89,4.0,5,1,1,8.2,9,5.6,8.3,14.8,6,8.0,1,24.13,72.23,19.03,Low
STU2382,22,Male,1,Design,85.3,7.17,7.2,6,5,7,4.6,4,10.8,3.0,7.5,2,2.9,1,62.06,27.61,55.33,Moderate
STU2383,23,Female,3,Commerce,86.1,6.24,4.1,3,1,3,7.7,9,4.1,5.9,11.9,6,9.9,2,27.22,70.42,18.52,Low
STU2384,20,Female,4,Commerce,77.4,7.56,4.3,6,1,3,7.2,8,6.3,4.4,12.1,5,9.4,2,34.97,61.05,45.69,Moderate
STU2385,20,Male,1,Engineering,77.7,8.04,7.0,6,3,8,6.4,5,9.0,4.7,10.4,5,1.8,2,59.04,45.18,68.95,High
STU2386,21,Male,2,Medicine,80.3,9.32,9.5,8,2,7,6.3,6,7.9,2.5,4.1,4,4.5,2,57.78,41.93,56.53,Moderate
STU2387,20,Female,4,Computer Science,70.2,8.26,9.1,9,1,9,5.7,4,10.5,0.7,6.3,2,3.1,1,67.34,27.19,76.0,High
STU2388,21,Other,2,Design,76.8,6.69,4.3,2,1,3,9.3,9,5.5,4.6,15.7,8,8.5,2,25.41,74.89,18.08,Low
STU2389,21,Male,3,Arts,63.6,6.44,5.8,9,2,7,4.8,3,9.9,4.1,6.4,3,0.9,1,65.06,28.57,72.28,High
STU2390,21,Male,1,Engineering,78.0,5.64,3.9,4,0,2,8.4,7,7.2,8.9,15.6,7,11.1,2,25.85,73.91,26.37,Low
STU2391,20,Female,3,Computer Science,65.9,6.62,5.9,8,1,5,6.0,3,10.1,3.6,10.7,2,2.8,1,52.01,33.19,49.86,Moderate
STU2392,19,Male,1,Computer Science,98.1,7.75,2.8,5,1,2,8.9,9,5.5,7.3,11.5,7,13.3,3,23.84,79.31,21.92,Low
STU2393,20,Male,4,Commerce,76.1,7.28,5.8,5,2,5,6.5,5,6.5,6.1,9.8,4,4.5,2,43.79,50.7,46.62,Moderate
STU2394,19,Male,3,Commerce,89.4,9.42,5.6,5,0,5,7.6,9,6.9,8.6,10.4,4,7.1,3,31.84,67.5,25.67,Low
STU2395,23,Male,4,Design,66.9,7.81,6.5,5,1,6,6.3,8,8.4,4.4,11.6,5,6.3,1,45.36,52.07,52.13,Moderate
STU2396,20,Female,3,Engineering,97.0,8.95,7.9,10,3,6,5.7,5,9.2,3.9,9.7,1,5.3,1,59.5,37.07,52.32,Moderate
STU2397,19,Female,3,Design,85.1,7.13,5.7,5,1,4,6.5,4,8.5,0.0,4.3,4,4.4,1,36.13,33.1,57.51,Moderate
STU2398,18,Female,2,Commerce,74.8,7.22,5.7,6,0,6,6.0,6,10.2,3.4,2.5,3,3.5,1,44.14,35.39,67.26,High
STU2399,21,Female,4,Engineering,86.3,6.42,4.1,4,3,2,6.1,8,6.8,5.5,14.9,7,5.2,2,32.33,60.08,39.95,Moderate
STU2400,21,Male,4,Medicine,79.8,7.67,7.9,10,1,6,6.7,7,7.0,2.3,8.1,5,7.0,2,58.5,50.4,58.88,Moderate
STU2401,20,Female,2,Computer Science,82.4,6.43,5.6,5,1,4,7.9,9,7.5,5.9,16.8,5,8.7,2,37.66,67.47,41.45,Moderate
STU2402,18,Other,4,Medicine,97.4,8.57,7.1,5,4,4,7.1,8,7.5,5.4,11.7,4,8.3,2,41.84,58.7,48.13,Moderate
STU2403,20,Male,3,Business,81.1,8.3,6.5,5,2,5,5.7,7,7.4,5.2,8.9,3,8.6,2,41.84,50.4,42.9,Moderate
STU2404,20,Female,3,Engineering,85.0,7.16,5.9,2,0,4,6.2,8,9.6,5.2,9.1,6,9.6,2,24.93,55.47,38.04,Moderate
STU2405,21,Female,2,Business,83.8,6.66,2.5,3,0,3,8.4,8,3.7,7.5,15.6,6,8.1,2,22.57,74.26,27.14,Low
STU2406,21,Male,1,Commerce,84.9,7.45,2.8,3,4,3,8.5,10,4.6,8.1,13.6,7,9.8,1,33.32,77.46,17.17,Low
STU2407,20,Other,1,Computer Science,74.5,8.29,5.9,5,2,5,6.6,7,10.4,4.1,13.7,3,9.0,1,42.46,48.86,43.2,Moderate
STU2408,19,Female,1,Commerce,84.1,7.2,5.8,6,2,7,7.2,7,8.0,5.1,11.5,4,4.8,2,52.04,53.86,42.99,Moderate
STU2409,26,Female,2,Medicine,88.5,6.69,6.2,6,2,5,7.7,8,7.1,5.0,10.6,5,6.8,2,45.82,59.97,38.79,Moderate
STU2410,20,Male,2,Engineering,74.1,6.77,7.9,10,5,6,4.8,3,9.7,0.0,6.1,3,8.3,1,72.95,27.44,80.55,Very High
STU2411,21,Male,2,Computer Science,81.2,6.73,2.6,2,1,2,7.6,9,6.3,7.4,13.2,5,10.4,2,19.86,69.58,21.48,Low
STU2412,19,Female,4,Engineering,80.0,7.49,6.6,4,1,5,7.5,8,7.0,5.6,11.6,2,5.1,1,37.68,54.37,37.81,Moderate
STU2413,20,Male,2,Computer Science,81.6,8.02,9.1,8,3,7,5.9,5,11.7,2.5,6.1,6,5.5,1,62.39,37.24,62.92,High
STU2414,18,Female,2,Computer Science,72.3,7.28,3.2,3,1,3,7.3,10,7.2,6.7,16.3,5,13.6,2,27.04,71.98,25.4,Low
STU2415,20,Female,1,Engineering,98.6,8.48,4.9,4,1,3,7.2,9,5.8,6.3,14.1,5,10.4,3,24.85,69.48,21.01,Low
STU2416,25,Female,1,Engineering,82.9,6.96,4.3,4,0,3,7.5,10,6.1,4.9,17.5,4,10.9,2,26.5,68.67,29.94,Low
STU2417,20,Female,3,Arts,94.3,6.84,3.6,4,2,4,7.6,9,4.7,6.2,9.8,5,6.1,2,33.55,65.06,34.15,Moderate
STU2418,18,Female,3,Engineering,87.4,7.12,4.0,4,2,2,8.0,9,5.3,6.7,10.5,6,8.5,2,27.9,69.46,24.33,Low
STU2419,18,Male,3,Design,77.3,6.31,3.9,6,0,3,9.1,9,8.2,6.5,12.4,4,10.1,1,33.74,66.8,35.02,Moderate
STU2420,20,Female,1,Medicine,78.4,7.59,9.0,8,1,8,4.2,4,9.2,4.9,8.0,4,7.0,1,60.89,36.65,58.95,Moderate
STU2421,19,Female,3,Commerce,89.5,8.49,7.6,7,3,5,5.9,5,10.2,2.7,11.6,3,5.1,2,49.6,39.67,61.14,High
STU2422,18,Female,1,Engineering,76.4,7.59,7.4,8,1,6,7.7,4,7.1,4.0,8.6,3,6.4,1,53.23,46.37,39.63,Moderate
STU2423,21,Other,1,Arts,77.5,7.5,4.4,3,3,4,8.0,6,5.6,5.1,13.7,4,8.1,2,36.14,60.54,33.69,Moderate
STU2424,20,Female,1,Medicine,76.8,8.74,7.8,8,3,8,6.6,5,6.0,1.6,12.1,3,5.0,1,64.24,43.38,61.35,High
STU2425,19,Female,1,Business,88.4,8.35,4.2,3,0,3,8.3,8,8.4,3.3,15.0,5,8.3,2,20.41,60.84,27.22,Low
STU2426,23,Male,2,Engineering,84.5,8.3,6.3,7,1,5,7.1,7,5.3,4.2,10.9,6,6.4,2,43.67,58.6,31.79,Moderate
STU2427,19,Other,1,Computer Science,95.0,6.82,4.2,7,0,3,8.3,8,8.0,4.3,17.4,6,10.6,2,32.97,66.78,47.67,Moderate
STU2428,24,Female,4,Commerce,70.4,8.15,8.6,8,5,7,6.4,5,8.7,2.5,8.6,3,2.3,1,69.63,37.5,66.17,High
STU2429,20,Male,2,Computer Science,88.8,7.25,5.6,7,0,6,7.9,5,8.3,3.6,7.9,4,6.5,2,44.45,49.26,38.34,Moderate
STU2430,23,Male,1,Medicine,75.2,8.08,8.1,5,4,2,7.1,7,8.7,5.8,12.2,3,7.4,2,40.53,54.65,48.78,Moderate
STU2431,21,Male,1,Computer Science,75.2,6.72,3.9,5,1,4,6.4,8,7.9,5.2,13.0,4,9.9,2,36.96,57.65,36.83,Moderate
STU2432,22,Female,3,Commerce,83.2,8.58,6.7,5,2,8,6.4,6,6.2,3.6,4.8,3,4.2,1,51.19,43.06,62.05,High
STU2433,26,Male,1,Arts,87.3,7.56,3.9,3,0,4,6.2,9,7.6,8.1,11.1,3,4.3,2,24.99,57.51,30.74,Moderate
STU2434,19,Female,4,Medicine,91.4,7.85,5.3,3,1,3,7.7,10,5.0,4.9,20.0,6,12.8,3,24.66,77.2,29.94,Low
STU2435,25,Male,4,Design,84.8,8.08,8.1,9,2,10,4.4,1,11.2,4.1,6.2,4,2.9,1,70.71,25.08,72.99,High
STU2436,20,Male,1,Medicine,77.8,7.81,8.5,5,2,6,7.8,5,6.8,5.3,8.9,4,9.7,1,48.21,54.22,47.14,Moderate
STU2437,20,Female,2,Medicine,90.5,6.82,2.3,4,2,1,10.0,10,3.2,6.3,13.7,5,13.1,3,23.13,83.74,14.77,Low
STU2438,20,Male,1,Arts,73.1,7.2,4.3,6,2,5,6.7,6,4.2,5.8,11.8,3,5.9,2,45.96,55.83,41.83,Moderate
STU2439,20,Female,3,Business,86.3,6.21,3.0,6,0,2,8.0,10,5.0,7.1,18.1,7,11.3,2,28.32,78.99,27.17,Low
STU2440,19,Male,2,Design,85.0,6.83,4.6,5,2,3,7.5,8,8.8,3.9,11.3,4,9.7,2,35.39,56.82,37.21,Moderate
STU2441,21,Female,2,Engineering,68.7,8.91,8.3,8,4,8,5.7,5,8.9,5.6,1.5,2,3.9,1,68.73,36.18,59.08,Moderate
STU2442,20,Female,1,Medicine,74.8,7.52,7.9,6,2,8,4.9,6,7.2,6.2,4.7,4,7.5,1,58.14,44.92,50.88,Moderate
STU2443,21,Female,3,Computer Science,75.4,7.42,6.9,4,2,4,7.0,7,9.5,7.5,13.4,5,8.8,1,38.48,58.35,43.95,Moderate
STU2444,22,Male,2,Medicine,74.6,7.71,11.2,9,1,9,5.1,5,8.7,0.7,3.5,3,0.0,1,69.27,27.0,76.36,High
STU2445,20,Female,1,Medicine,83.3,8.13,4.0,4,4,1,9.8,10,3.7,5.1,14.0,5,7.5,1,29.57,73.88,35.12,Moderate
STU2446,20,Female,3,Business,75.9,8.12,6.0,6,1,4,7.7,9,5.7,4.1,9.8,7,8.3,2,39.04,65.01,34.49,Moderate
STU2447,19,Female,3,Business,92.5,7.03,5.3,4,1,5,6.1,6,6.4,5.9,6.9,4,9.5,1,35.28,51.26,55.22,Moderate
STU2448,19,Male,4,Engineering,69.5,6.66,9.1,8,5,7,7.0,5,11.0,4.9,2.4,3,6.3,0,72.68,38.06,74.71,High
STU2449,18,Male,1,Computer Science,82.9,7.39,5.1,5,3,6,8.2,6,10.5,5.5,12.3,5,4.3,1,48.23,52.41,47.6,Moderate
STU2450,20,Female,4,Business,66.8,6.56,5.9,4,0,5,7.4,10,7.5,5.1,11.1,5,8.7,2,37.85,63.65,37.41,Moderate
STU2451,19,Female,3,Computer Science,89.1,6.2,3.7,4,1,1,8.2,10,5.8,5.4,11.2,6,15.0,3,22.57,75.52,28.42,Low
STU2452,25,Female,1,Commerce,81.6,6.87,6.8,9,1,5,6.4,7,7.2,3.6,10.8,3,5.5,2,52.51,49.11,45.87,Moderate
STU2453,21,Female,3,Computer Science,78.7,7.6,8.0,7,2,4,6.9,7,10.1,4.0,6.5,4,7.3,2,46.88,48.09,38.63,Moderate
STU2454,20,Female,2,Engineering,84.4,8.11,8.7,9,4,8,4.9,7,9.0,3.6,2.0,3,6.4,1,70.56,37.28,69.49,High
STU2455,21,Male,4,Arts,86.0,7.19,4.0,4,1,4,7.8,7,7.3,3.8,13.2,6,7.5,1,31.68,57.91,37.69,Moderate
STU2456,19,Female,1,Computer Science,79.6,7.08,2.8,1,0,1,8.7,10,3.7,5.9,19.3,7,11.5,2,10.6,81.42,8.57,Low
STU2457,20,Female,3,Engineering,87.8,7.14,4.5,6,1,2,8.0,9,7.1,6.1,16.4,6,13.3,3,30.77,74.3,23.22,Low
STU2458,21,Female,2,Engineering,87.6,6.31,3.7,4,0,4,8.1,9,6.1,8.3,10.7,5,10.5,2,29.63,71.4,36.13,Moderate
STU2459,20,Other,4,Business,88.8,8.24,5.5,5,3,5,6.6,6,8.8,5.9,11.8,5,6.8,2,42.83,53.49,45.5,Moderate
STU2460,20,Male,2,Business,95.8,6.86,3.5,4,0,3,7.9,8,6.1,7.7,7.5,3,9.1,1,23.85,61.57,19.03,Low
STU2461,27,Male,4,Computer Science,90.7,7.88,4.5,6,1,4,6.7,9,8.3,5.4,10.3,6,8.8,1,35.72,58.77,19.24,Low
STU2462,23,Female,4,Computer Science,75.8,6.86,6.9,5,4,3,8.7,9,5.5,7.1,15.7,6,6.7,2,44.79,73.23,18.1,Low
STU2463,21,Female,2,Commerce,83.7,6.02,3.5,2,1,4,7.1,9,6.6,6.5,15.8,5,8.2,2,28.04,66.29,42.53,Moderate
STU2464,21,Female,4,Engineering,65.9,8.04,10.2,10,2,9,4.5,2,11.7,2.9,7.0,4,6.9,1,75.12,27.72,68.84,High
STU2465,21,Female,4,Commerce,66.3,7.78,6.8,7,4,6,3.9,7,7.8,4.0,10.7,4,1.3,1,60.32,38.61,58.94,Moderate
STU2466,19,Male,1,Computer Science,77.1,8.48,5.5,7,1,6,6.2,7,9.0,2.4,8.5,4,4.4,2,47.27,44.03,69.68,High
STU2467,20,Male,2,Computer Science,88.1,8.08,6.5,7,3,5,7.5,9,9.2,4.5,12.5,2,4.2,2,49.6,53.36,40.89,Moderate
STU2468,18,Male,2,Commerce,84.7,6.79,5.1,5,0,5,8.3,8,6.3,3.1,12.0,4,9.8,2,36.59,61.21,44.38,Moderate
STU2469,20,Male,2,Computer Science,81.6,7.19,5.3,4,3,3,7.1,8,7.0,5.2,15.9,7,12.1,2,36.17,67.36,32.49,Moderate
STU2470,20,Female,1,Business,87.5,7.01,3.6,4,2,2,7.0,9,4.8,4.8,18.5,6,9.1,2,27.73,68.73,35.96,Moderate
STU2471,19,Male,1,Computer Science,82.8,7.51,5.2,4,3,4,8.2,9,7.9,4.8,13.2,5,7.5,2,38.68,63.61,41.17,Moderate
STU2472,25,Female,2,Computer Science,90.2,8.1,8.2,8,5,8,3.0,3,10.7,3.2,2.8,1,6.7,2,69.41,22.39,59.02,Moderate
STU2473,23,Female,2,Arts,98.6,6.98,2.6,3,1,2,8.8,9,4.9,6.5,12.4,6,9.6,3,19.32,75.25,15.07,Low
STU2474,21,Male,1,Engineering,76.8,7.64,7.8,8,4,7,6.8,7,7.8,5.0,10.6,5,4.4,2,65.74,53.33,49.29,Moderate
STU2475,20,Female,4,Commerce,68.1,7.0,6.2,9,0,5,5.6,5,6.9,4.3,9.9,3,7.0,2,51.04,45.44,54.47,Moderate
STU2476,22,Female,3,Computer Science,70.0,6.64,8.2,9,4,8,4.1,2,13.4,2.1,1.5,4,2.1,0,74.99,15.8,74.95,High
STU2477,19,Female,1,Commerce,71.3,7.73,7.2,7,4,9,5.1,4,9.2,2.9,3.2,2,2.7,1,69.9,28.46,72.66,High
STU2478,22,Male,3,Design,89.0,8.74,9.2,7,1,8,4.0,4,11.3,5.4,7.7,4,5.4,1,54.6,33.19,65.03,High
STU2479,19,Male,3,Engineering,87.3,7.77,4.4,3,1,4,7.1,8,6.0,4.8,13.4,3,5.6,2,28.06,57.33,48.23,Moderate
STU2480,22,Female,4,Business,76.5,7.17,6.5,7,4,5,6.7,6,6.5,4.3,9.7,4,7.5,1,56.05,50.53,56.87,Moderate
STU2481,19,Male,1,Commerce,79.9,7.45,3.9,4,0,1,8.2,7,7.3,2.3,19.0,6,11.5,3,19.18,65.7,24.54,Low
STU2482,22,Female,1,Engineering,83.5,7.89,4.1,3,0,1,8.1,10,7.3,6.7,16.0,6,10.1,3,15.24,74.59,21.84,Low
STU2483,24,Female,4,Medicine,78.0,8.54,7.6,6,0,3,6.6,7,8.0,6.4,9.7,5,5.8,2,32.99,55.11,26.18,Low
STU2484,19,Male,4,Commerce,67.7,6.64,5.8,7,5,8,5.8,6,4.5,2.6,4.0,3,4.7,1,70.82,41.74,60.4,High
STU2485,20,Male,3,Computer Science,74.2,8.08,8.1,8,3,7,5.2,6,9.7,6.1,6.5,5,4.8,1,62.69,43.1,52.38,Moderate
STU2486,26,Other,3,Engineering,78.9,8.87,10.3,8,2,7,6.3,4,11.3,4.8,8.4,3,3.0,1,59.43,36.36,69.69,High
STU2487,20,Female,1,Engineering,72.7,6.93,9.0,7,4,8,5.2,5,10.3,2.4,9.5,2,8.5,1,69.17,35.4,72.48,High
STU2488,22,Male,2,Engineering,92.8,6.99,4.6,3,1,3,6.9,7,6.2,6.8,12.5,5,8.5,1,25.27,60.18,18.7,Low
STU2489,21,Male,1,Design,79.4,7.68,6.0,3,3,4,5.4,8,7.8,2.9,9.1,4,7.4,2,36.86,47.84,49.39,Moderate
STU2490,20,Male,1,Medicine,84.7,8.87,8.5,5,3,5,8.3,8,7.8,3.2,14.4,6,7.5,2,44.96,61.8,48.23,Moderate
STU2491,19,Female,4,Arts,84.1,8.13,5.4,4,2,4,8.7,8,4.6,5.2,15.1,6,7.4,2,34.6,69.92,26.69,Low
STU2492,19,Male,1,Engineering,82.5,7.73,4.4,4,0,3,8.6,9,5.9,5.7,16.7,4,7.9,1,25.37,67.51,35.08,Moderate
STU2493,21,Male,2,Engineering,84.3,8.01,9.2,7,5,5,5.9,4,5.8,2.2,3.7,3,6.8,1,58.6,37.85,61.67,High
STU2494,20,Female,4,Design,82.5,7.24,3.3,2,1,3,6.7,10,8.0,6.0,10.3,5,9.7,2,22.71,62.69,20.4,Low
STU2495,20,Female,1,Medicine,75.3,7.22,5.3,5,0,1,7.9,9,7.3,6.7,16.6,5,7.6,2,24.28,68.06,17.55,Low
STU2496,20,Female,4,Medicine,77.1,9.22,9.2,9,4,7,5.6,6,9.5,4.4,7.6,3,6.1,1,67.01,40.84,82.19,Very High
STU2497,21,Male,4,Computer Science,76.1,6.4,4.3,6,3,3,9.0,9,8.9,9.2,14.6,5,8.8,2,43.12,72.91,33.37,Moderate
STU2498,22,Male,3,Engineering,92.5,8.04,6.7,5,1,4,6.6,9,6.7,5.0,6.9,7,8.8,1,34.21,59.28,40.16,Moderate
STU2499,26,Male,1,Engineering,74.7,6.56,8.9,7,2,7,4.5,5,7.4,3.8,8.0,2,3.5,1,60.03,34.77,51.35,Moderate
STU2500,20,Male,2,Arts,75.7,6.45,6.1,6,2,6,6.5,7,6.3,3.3,12.7,2,5.2,1,51.61,47.82,64.73,High
STU2501,22,Male,2,Engineering,91.6,8.57,5.4,3,0,2,8.4,10,4.4,4.9,12.6,5,7.0,2,17.17,69.41,30.07,Moderate
STU2502,21,Female,2,Business,86.3,8.37,3.2,3,0,4,6.5,7,6.2,5.2,5.8,5,6.2,1,23.22,51.75,36.9,Moderate
STU2503,21,Female,2,Commerce,89.6,7.21,2.5,3,3,2,7.8,10,5.7,7.1,15.0,7,13.5,2,26.36,77.52,37.16,Moderate
STU2504,24,Male,4,Engineering,72.1,8.1,8.5,10,4,7,5.0,4,10.9,2.8,6.4,2,1.5,1,71.9,26.86,61.31,High
